id,company_name,website_url,headquarters_location,facility_size_sqft,certifications_held,primary_business_type,materials_handled,contact_email,contact_phone,key_personnel,year_established,thomasnet_profile_url,data_source,last_updated
209,Ward Vessel & Exchanger Corp. (Charlotte),,"Charlotte, NC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,704-568-3001,[],,,STI-SPFA,2026-06-17 03:41:58
211,"Charlotte, NC 28215-5101",https://www.wardvesselandexchanger.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,704-568-3001,[],,,STI-SPFA,2026-06-17 03:41:58
212,Pressure Vessel & Special Products Fabricator,https://assets-002.noviams.com/novi-file-uploads/stispfa/members/american-spiralweld-pipe-logo-11824-1.jpg,"Columbia, SC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
213,"American Spiralweld Pipe Company, LLC (Columbia)",,"Columbia, SC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-325-7052,[],,,STI-SPFA,2026-06-17 03:41:58
215,"Columbia, SC 29209-5084",https://www.american-usa.com/products/spiral-welded-steel-pipe,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-325-7052,[],,,STI-SPFA,2026-06-17 03:41:58
216,Pipe Fabricator,,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,913-645-9140,[],,,STI-SPFA,2026-06-17 03:41:58
217,Patrick Vuchetich,,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,913-645-9140,[],,,STI-SPFA,2026-06-17 03:41:58
218,Williams & Company,,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,913-645-9140,[],,,STI-SPFA,2026-06-17 03:41:58
219,Southern Heat Exchanger,,"Tuscaloosa, AL",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-345-5335,[],,,STI-SPFA,2026-06-17 03:41:58
221,"Tuscaloosa, AL 35405-3906",https://www.sheco.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-345-5335,[],,,STI-SPFA,2026-06-17 03:41:58
222,Brian Cash,,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,209-622-7839,[],,,STI-SPFA,2026-06-17 03:41:58
224,Samuel Pressure Vessel Group,,"Marinette, WI",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,715-735-9311,[],,,STI-SPFA,2026-06-17 03:41:58
226,"Marinette, WI 54143-3711",http://www.samuelpressurevesselgroup.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,715-735-9311,[],,,STI-SPFA,2026-06-17 03:41:58
228,"Sioux Falls, SD 57104",https://maguirewater.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,605-334-9749,[],,,STI-SPFA,2026-06-17 03:41:58
229,Field Erected Tank Fabricator,https://assets-002.noviams.com/novi-file-uploads/stispfa/members/strong-company-logo-2.jpg,"Pine Bluff, AR",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
233,"Pine Bluff, AR 71601-4768",https://www.strongseal.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,870-535-7617,[],,,STI-SPFA,2026-06-17 03:41:58
234,More results may be available to logged in members. [Login](https://members.stispfa.org/login),,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:33:17
434,"Spartan, Inc.'s website",http://spartaninc.net/,"Dubuque, IA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
439,Morrison Bros. Co.'s website,https://www.morbros.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
445,Garzo Inc dba Engine & Compressor Accessories's website,https://www.daytank.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,951-903-8002,[],,,STI-SPFA,2026-06-17 03:41:58
449,"Long Industries, Inc.'s website",https://longindustries.us/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
451,Tank Solutions (Lesweek Pty Ltd.) Fibre's website,https://www.tanksolutions.com.au/,"Charlotte, NC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
454,Ward Vessel & Exchanger Corp. (Charlotte)'s website,https://www.wardvesselandexchanger.com/,"Columbia, SC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
458,"American Spiralweld Pipe Company, LLC (Columbia)'s website",https://www.american-usa.com/products/spiral-welded-steel-pipe,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,913-645-9140,[],,,STI-SPFA,2026-06-17 03:41:58
465,Southern Heat Exchanger's website,https://www.sheco.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,209-622-7839,[],,,STI-SPFA,2026-06-17 03:41:58
469,Samuel Pressure Vessel Group's website,http://www.samuelpressurevesselgroup.com/,"Sioux Falls, SD",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
471,Maguire's website,https://maguirewater.com/,"Pine Bluff, AR",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
474,Login to ASME CA Connect Company Portal,https://signin.asme.org/idp/login?app=0sp4x000000k9j2&RelayState=https%3A%2F%2Fcaconnect.asme.org&expid=caconnect,,,"[""ASME Certified""]",Pressure Equipment Manufacturer,[],,,[],,,ASME-CACONNECT,2026-06-17 03:41:37
611,NSK Corporation,https://www.nsk.com/products/bearing-units/ball-bearing-units/,"Goss Road Ann Arbor, MI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],fabiana.maggico@nsk.com,17234966657,[],,,CEMA wp-json,2026-06-17 03:41:30
612,OMCO SUMO,https://omcosumo.com/solutions/bearings/,"Armour Road Oconomowoc, WI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@omcosumo.com,17223658872,[],,,CEMA wp-json,2026-06-17 03:41:30
613,"STASSKOL, Inc.",https://www.stasskol.de/en/mixer-seals-sdf-series/,"East Summitry Circle Katy, TX",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17163256163,[],,,CEMA wp-json,2026-06-17 03:41:30
614,CinchSeal Rotary Shaft Seals,https://cinchseal.com/product/airless-rotary-face-seal/,"Cherry Hill, NJ",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138213501,[],,,CEMA wp-json,2026-06-17 03:41:30
615,Russell Conveyor and Equipment,https://www.russellconveyor.com/,"Elkin, NC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],edrussell@russellconveyor.com,336-526-3014,[],,,CEMA wp-json,2026-06-17 03:41:30
616,SemperTrans,https://conveyor-belts.semperitgroup.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
617,Proposed Template Profile Page,https://www.materialhandlingtech.com/solutions/conveyor-sortation-systems/,"Drive Morrisville, NC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138859821,[],,,CEMA wp-json,2026-06-17 03:41:30
618,Safari Belting Systems,https://www.safaribelting.com/,"Olathe, KS",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
619,Siemens Industry,https://new.siemens.com/global/en/markets/intralogistics.html,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
620,Fortna,http://https://www.fortna.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
621,Salina Vortex Corporation,http://www.vortexglobal.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
622,DISMET SAS,https://www.dismet.com/rodilleria-y-componentes-para-banda-transportadora/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
623,FAST Global Solutions,https://fastsolutions.com/conveyors/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
624,Cambelt International LLC,https://cambelt.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
625,"Overland Conveyor Company, Inc",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
626,"Smith Monroe Gray Engineers, Inc.",http://www.smgengr.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
627,RegalRexnord,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
628,"TAKRAF USA, INC.",http://www.TAKRAF.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
629,Terra Source Global,https://terrasource.com/equipment/pneumatic-conveying-systems-by-jeffrey-rader-brand/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
630,"Ingenium Design, LLC",http://www.ingeniumdesign.us,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
631,Hatch Ltd.,http://www.pneucalc.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
632,"Dos Santos International, LLC",https://dossantosintl.com/excontec-expanded-conveyor-technology/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
633,Power Tech de Mexico,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
634,Screw Conveyor Parts,http://www.screwconveyorparts.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
635,Lassing Dibben Consulting Engineers Ltd,https://www.lassingdibben.com/services/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
636,R.E. Wedding Associates Consulting Engineers,https://www.rewassociates.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
637,Raw Resources Group,https://rawresourcesgroup.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
638,"RToddS Engineering, LLC",http://www.rtodds-eng.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
639,"Conveyor Dynamics, Inc.",https://www.cvdyn.com/overland-conveyor-design/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
640,"Jim Myers & Sons, Inc.",http://www.jmsequipment.com,,"72,000 sq ft","[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
641,Beumer Corporation,https://www.beumergroup.com/pd/conveyors-technology/apron-conveyors/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
642,Cisco-Eagle,https://www.cisco-eagle.com/vector/170/conveyor-systems,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
643,BeltService Corporation,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
644,Automation Controls Group,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
645,Gates Corporation,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
646,REMA Tip Top,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
647,FMH Conveyors,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
648,SPIRAC® (USA) INC.,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
649,Mantis Conveyor Products,https://mantis-mfg.com/product-category/trough-assemblies/,"Riverbend Place Claremont, NH",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17187298763,[],,,CEMA wp-json,2026-06-17 03:41:30
650,LENZE AMERICAS,https://www.lenze.com/en-us,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
651,Ashland Conveyor Products,https://www.ashlandconveyor.com/collections/roller-conveyor,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
652,Brother International Corporation,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
653,BASTIAN SOLUTIONS,,"Floor Second Floor Carmel, IN",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17238223777,[],,,CEMA wp-json,2026-06-17 03:41:30
654,"ADVANCED CONVEYOR TECHNOLOGIES, INC.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
655,SERGIO ZAMORANO INGENIERIA (ZING) eirl,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
656,QUALITY STEEL PRODUCTS,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
657,"WOODEX BEARING COMPANY, INC./MECO Seal",https://woodex-meco.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
658,"SST Conveyor Components, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
659,Talos Engineered Products,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
660,West River Conveyors & Machinery Co.,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
661,NORD DRIVESYSTEMS,https://www.nord.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
662,Timken/Drives/Diamond,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
663,"Dodge Industrial, Inc.",http://www.dodgeindustrial.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
664,"LICO, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
665,"Webster Industries, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
666,WAM Inc.,https://www.waminc.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
667,"ContiTech North America, Inc.",https://www.contitech.us,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
668,"U.S. Tsubaki, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
669,"Transnorm System, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Fiberglass""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
670,"TKF Conveyor Systems, LLC",https://www.tkf.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
671,Thomas Conveyor Company,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
672,"Superior Industries, Inc.",https://www.superior-ind.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
673,"Summerlot Engineered Products, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
674,Sumitomo Machinery Corporation of America,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
675,"Stober Drives, Inc.",https://www.stober.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
676,Metso Minerals,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
677,Screw Conveyor Corporation,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
678,Schneider Electric,https://www.us.schneider-electric.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
679,"Richwood Industries, Inc.",https://www.richwood.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
680,"Rexnord, LLC",https://www.rexnord.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
681,Rapat Corporation,https://www.rapat.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
682,"Ralphs-Pugh Co., Inc.",https://www.ralphs-pugh.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
683,Rulmeca Canada Limited,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Nickel""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
684,Precision Pulley and Idler Co. (PPI),,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
685,"Prab, Inc. / Prab / Hapman",https://www.prab.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
686,Interroll,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
687,PEER Chain,https://www.peerchain.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
688,PEER Bearing Company,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
689,Continental Global Material Handling,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
690,"Maxi-Lift, Inc.",https://www.maxilift.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
691,"Martin Sprocket & Gear, Inc.",https://www.martinsprocket.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
692,Martin Engineering Company,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
693,Luff Industries LTD.,https://www.luffindustries.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Stainless Steel""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
694,"OCS IntelliTrak, Inc.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
695,"Automatic Systems, Inc.",https://www.asi.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
696,"LEWCO, INC.",https://www.lewcoinc.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
697,"KWS Manufacturing Company, LTD.",https://www.kwsmfg.com,"Burleson, TX",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
698,"Kolberg-Pioneer, Inc.",https://www.kolbergpioneer.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
699,KMEC Engineering & Conveying Systems,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:30
700,Kase Conveyors,https://www.kaseconveyors.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
701,Kasa Companies,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Aluminum"", ""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:30
702,Mission of the Technical Committee,http://www.ras-inc.com/,,,"[""TEMA Member""]",Heat Exchanger Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,,[],,,TEMA,2026-06-17 03:41:32
704,![Alabama Heat Exchangers,https://tema.org/wp-content/uploads/2023/08/AlabamaHeatExchangers_Logo.png,,,"[""TEMA Member""]",Heat Exchanger Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,,[],,,TEMA,2026-06-17 03:41:32
705,"![Brask Inc, The Heat Exchanger People",https://tema.org/wp-content/uploads/2025/08/302021923_Design_v4.jpg,,,"[""TEMA Member""]",Heat Exchanger Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,,[],,,TEMA,2026-06-17 03:41:32
706,![Harris Thermal Transfer Products Logo,https://tema.org/wp-content/uploads/2025/10/Harris-Logo-long-1.png,,,"[""TEMA Member""]",Heat Exchanger Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,,[],,,TEMA,2026-06-17 03:41:32
708,3030 M Street,http://spartaninc.net/,"Bakersfield, CA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,661-327-1205,[],,,STI-SPFA,2026-06-17 03:41:58
713,570 East 7th Street,https://www.morbros.com/,"Dubuque, IA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,563-583-5701,[],,,STI-SPFA,2026-06-17 03:41:58
716,View Email,"https://members.stispfa.org/members/secure-contact?customerId=b10cf0d7-d0b0-4479-859b-fb0b7e6cd461 ""View Email""","Waller, TX",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,,[],,,STI-SPFA,2026-06-17 03:41:58
719,42146 U.S. 290 Business,https://www.daytank.com/,"Waller, TX",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,713-466-8679,[],,,STI-SPFA,2026-06-17 03:41:58
739,5050 Old Montgomery Highway,https://www.sheco.com/,"Tuscaloosa, AL",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-345-5335,[],,,STI-SPFA,2026-06-17 03:41:58
754,"801 W Front Street Florence, NJ 08518",https://www.dcfab.com/,"Simko Blvd Charleroi, PA",,"[""HEI Member""]",Heat Exchange Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,609.499.3000,[],,,HEI,2026-06-17 03:41:32
760,"7387 West 162nd Street Stilwell, KS 66085",http://www.deaerator.com,"West Channel Road Catoosa, OK",,"[""HEI Member""]",Heat Exchange Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",,913.338.2111,[],,,HEI,2026-06-17 03:41:32
770,Jorgensen Conveyor and Filtration Solutions,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Aluminum"", ""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:35
771,"Itoh Denki USA, Inc.",https://www.itohdenki.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
772,Honeywell Intelligrated,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
773,ISC Industrial Manufacturing,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
774,"Industrial Kinetics, Inc.",https://www.iki.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
775,"Hytrol Conveyor Company, Inc.",https://www.hytrol.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",,,[],,,CEMA wp-json,2026-06-17 03:41:35
776,"SENQCIA MAXCO, Ltd.",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
777,Frantz Manufacturing Company,https://www.frantz-mfg.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
778,Syntron Material Handling,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
779,"Flow-Turn, Inc.",https://www.flow-turn.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
780,Flexco,https://www.flexco.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 03:41:35
