id,company_name,website_url,headquarters_location,facility_size_sqft,certifications_held,primary_business_type,materials_handled,contact_email,contact_phone,key_personnel,year_established,thomasnet_profile_url,data_source,last_updated,completeness_status,confidence_level,data_provenance
445,Garzo Inc dba Engine & Compressor Accessories's website,https://www.daytank.com/,"Charlotte, NC and Houston, TX","300,000","[""ASME"", ""ASME Code: Section VIII, Division 1"", ""EGSA"", ""LCA"", ""MTI"", ""STI/SPFA"", ""STI/SPFA Member"", ""TCC"", ""TEMA"", ""Underwriters Labs""]",Steel Tank / Pipe Fabricator,"[""Automatic Day Tanks"", ""Carbon Steel"", ""Economy Automatic Day Tanks"", ""Fuel"", ""Fuel Tanks"", ""Generator Base Tanks"", ""Meter Panels"", ""Secondary Containment Day Tanks"", ""Secondary Containment Tanks"", ""Steel"", ""automatic day tanks"", ""chemical"", ""economy automatic day tanks"", ""food/beverage"", ""fuel"", ""fuel tanks"", ""generator base tanks"", ""meter panels"", ""pharmaceutical"", ""power"", ""pulp/paper"", ""pure water"", ""refinery"", ""secondary containment (double wall) day tanks"", ""secondary containment day tanks"", ""secondary containment tanks"", ""slim day tanks"", ""water""]",,951-903-8002,[],2000,,STI-SPFA,2026-06-17 05:01:47,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
449,"Long Industries, Inc.'s website",https://longindustries.us/,"105 FCR 413, Buffalo, Texas 75831","300,000 sq ft","[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,+19033893263,[],,,STI-SPFA,2026-06-17 04:32:50,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
451,Tank Solutions (Lesweek Pty Ltd.) Fibre's website,https://www.tanksolutions.com.au/,"Charlotte, NC",,"[""Authorization to Apply the UL Mark"", ""Employee Certificate working on Fuel Sites"", ""ISO Accreditation"", ""Membership Australian Industry Group"", ""Membership PEI 2018"", ""Membership STI Fireguard"", ""Membership STI Steel Tanks"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Chemical"", ""FRP"", ""Fiberglass"", ""Fuel"", ""Steel"", ""Waste"", ""Water""]",,,[],,,STI-SPFA,2026-06-17 04:32:50,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
454,Ward Vessel & Exchanger Corp. (Charlotte)'s website,https://www.wardvesselandexchanger.com/,"Columbia, SC",,"[""ASME"", ""ASME (American Society of Mechanical Engineers)"", ""ASME Code"", ""ASME Code Section VIII, Division 1"", ""ASME Code: Section VIII, Division 1"", ""American Society of Mechanical Engineers (ASME)"", ""LCA"", ""LCA (Louisiana Chemical Association)"", ""Louisiana Chemical Association (LCA)"", ""MTI"", ""MTI (Materials Technology Institute)"", ""Materials Technology Institute (MTI)"", ""STI/SPFA"", ""STI/SPFA (Steel Tank Institute/Steel Plate Fabricators Association)"", ""STI/SPFA Member"", ""Steel Tank Institute/Steel Plate Fabricators Association (STI/SPFA)"", ""TCC"", ""TCC (Texas Chemical Council)"", ""TEMA"", ""TEMA (Tubular Exchanger Manufacturers Association)"", ""Texas Chemical Council (TCC)"", ""Tubular Exchanger Manufacturers Association (TEMA)""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Chemical"", ""Food/Beverage"", ""Pharmaceutical"", ""Power"", ""Pressure vessels"", ""Pulp/Paper"", ""Pure Water"", ""Refinery"", ""Shell and tube heat exchangers"", ""Steel"", ""chemical"", ""food/beverage"", ""food/beverage industry"", ""pharmaceutical"", ""pharmaceutical industry"", ""power"", ""power industry"", ""process equipment for the chemical industry"", ""pulp/paper"", ""pulp/paper industry"", ""pure water"", ""pure water industry"", ""refinery"", ""refinery industry""]",,205-345-5335,"[""Mike Pischke""]",,,STI-SPFA,2026-06-17 05:10:02,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
458,"American Spiralweld Pipe Company, LLC (Columbia)'s website",https://www.american-usa.com/products/spiral-welded-steel-pipe,United States,,"[""ASTM A1097"", ""ASTM A139"", ""ASTM A252"", ""AWWA C200"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel"", ""Steel pipe""]",Not provided,913-645-9140,[],,,STI-SPFA,2026-06-17 04:31:16,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
465,Southern Heat Exchanger's website,https://www.sheco.com/,,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,209-622-7839,[],2026,,STI-SPFA,2026-06-17 04:52:04,incomplete,partial,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
469,Samuel Pressure Vessel Group's website,http://www.samuelpressurevesselgroup.com/,"Sioux Falls, SD",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Aluminum"", ""Carbon Steel"", ""Steel""]",Not provided,17157804614,[],1855,,STI-SPFA,2026-06-17 04:31:16,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
471,Maguire's website,https://maguirewater.com/,"Pine Bluff, AR",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Conveyor Belts"", ""Steel"", ""Steel Cord Belts"", ""Textile Belts""]",,,[],,,STI-SPFA,2026-06-17 04:42:27,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
474,Login to ASME CA Connect Company Portal,https://signin.asme.org/idp/login?app=0sp4x000000k9j2&RelayState=https%3A%2F%2Fcaconnect.asme.org&expid=caconnect,"Vadodara, India",,"[""ASME Certified""]",Pressure Equipment Manufacturer,[],ca@asme.org,16505737320,[],,,ASME-CACONNECT,2026-06-17 05:11:21,incomplete,partial,"{""company_name"": {""source"": ""ASME-CACONNECT"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""ASME-CACONNECT"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""ASME-CACONNECT"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""ASME-CACONNECT"", ""date"": ""2026-06-17""}}"
611,NSK Corporation,https://www.nsk.com/products/bearing-units/ball-bearing-units/,"Goss Road Ann Arbor, MI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],fabiana.maggico@nsk.com,17234966657,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
612,OMCO SUMO,https://omcosumo.com/solutions/bearings/,"Armour Road Oconomowoc, WI",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@omcosumo.com,17223658872,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
613,"STASSKOL, Inc",https://www.stasskol.de/en/mixer-seals-sdf-series/,"East Summitry Circle Katy, TX",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@stasskol.de,17163256163,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
614,CinchSeal Rotary Shaft Seals,https://cinchseal.com/product/airless-rotary-face-seal/,"Cherry Hill, NJ",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138213501,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
615,Russell Conveyor and Equipment,https://www.russellconveyor.com/,"Elkin, NC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],edrussell@russellconveyor.com,336-526-3014,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
616,SemperTrans,https://conveyor-belts.semperitgroup.com/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,9842273171,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
617,Proposed Template Profile Page,https://www.materialhandlingtech.com/solutions/conveyor-sortation-systems/,"Drive Morrisville, NC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,17138859821,[],,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
618,Safari Belting Systems,https://www.safaribelting.com/,"Olathe, KS",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",info@safaribelting.com,(888) 662-6611,[],2005,,CEMA wp-json,2026-06-17 05:14:18,verified,verified,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
619,Siemens Industry,https://new.siemens.com/global/en/markets/intralogistics.html,Germany,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,3789346655,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
620,Fortna,http://https://www.fortna.com/,"1725 Vortex Ave, Salina, KS 67401",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],vortex@vortexglobal.com,+1 888.829.7821,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
621,Salina Vortex Corporation,http://www.vortexglobal.com,"Salina, KS",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],vortex@vortexglobal.com,8888297821,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
622,DISMET SAS,https://www.dismet.com/rodilleria-y-componentes-para-banda-transportadora/,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@takraf.com,,[],2013,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
623,FAST Global Solutions,https://fastsolutions.com/conveyors/,"Salt Lake City, UT 84104",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],OEMSales@cambelt.com,(801) 972-5511,[],2013,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
624,Cambelt International LLC,https://cambelt.com/,"Salt Lake City, UT",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],oemsales@cambelt.com,(801) 972-5511,[],1960,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
625,"Overland Conveyor Company, Inc",,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
626,"Smith Monroe Gray Engineers, Inc",http://www.smgengr.com,"Salt Lake City, Utah",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,"[""Plastic""]",info@takraf.com,140714-1700,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
627,RegalRexnord,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
628,"TAKRAF USA, INC",http://www.TAKRAF.com,"Bakersfield, CA 93301",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@takraf.com,661.327.1205,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
629,Terra Source Global,https://terrasource.com/equipment/pneumatic-conveying-systems-by-jeffrey-rader-brand/,"Salt Lake City, Utah",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],admin@ingeniumdesign.us,8014137672,[],2026,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
630,"Ingenium Design, LLC",http://www.ingeniumdesign.us,"Salt Lake City, Utah",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],admin@ingeniumdesign.us,8014137672,[],2000,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
631,Hatch Ltd,http://www.pneucalc.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@pneucalc.com,,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
632,"Dos Santos International, LLC",https://dossantosintl.com/excontec-expanded-conveyor-technology/,Not provided,Not provided,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],Not provided,Not provided,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
633,Power Tech de Mexico,,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
634,Screw Conveyor Parts,http://www.screwconveyorparts.com,,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],info@cisco-eagle.com,17474125164,[],1999,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
635,Lassing Dibben Consulting Engineers Ltd,https://www.lassingdibben.com/services/,"Princeton, WV",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,304-716-9160,[],,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
636,R.E. Wedding Associates Consulting Engineers,https://www.rewassociates.com/,"Port Moody and Whistler, BC",,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],rwedding@rewassociates.com,604-505-5940,[],1976,,CEMA wp-json,2026-06-17 05:14:18,incomplete,partial,"{""company_name"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA wp-json"", ""date"": ""2026-06-17""}}"
