id,company_name,website_url,headquarters_location,facility_size_sqft,certifications_held,primary_business_type,materials_handled,contact_email,contact_phone,key_personnel,year_established,thomasnet_profile_url,data_source,last_updated,completeness_status,confidence_level,data_provenance
161,Thermal Engineering Int’l (USA) Inc,https://www.babcockpower.com/tei/,"La Palma, CA",,"[""HEI Member""]",Heat Exchange Manufacturer,"[""Carbon Steel"", ""Stainless Steel""]",jpasquariello@babcockpower.com,323.726.0641,[],,,HEI,2026-06-17 05:14:31,verified,verified,"{""company_name"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""HEI"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""HEI"", ""date"": ""2026-06-17""}}"
178,Contact Kimberly MacLaren to see how you can attend our Annual Meeting,https://conveyorequipcaptivate.growthzonecms.com/,Americas,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],kim@cemanet.org,,[],1933,,CEMA,2026-06-17 04:43:43,verified,verified,"{""company_name"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}}"
179,CEMA Members in the NEWs – 2019 RECAP,https://conveyorequipcaptivate.growthzonecms.com/,Americas,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],kim@cemanet.org,,[],1933,,CEMA,2026-06-17 04:32:50,verified,verified,"{""company_name"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}}"
180,"CEMA Member’s if you want your news in the CEMA Newsletter, sendby the 15th of each month to kim@cemanet.org",https://conveyorequipcaptivate.growthzonecms.com/,Americas,,"[""CEMA Member""]",Conveyor Equipment Manufacturer,[],,,[],1933,,CEMA,2026-06-17 04:46:14,verified,verified,"{""company_name"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""CEMA"", ""date"": ""2026-06-17""}}"
185,"Spartan, Inc",,"Bakersfield, CA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,661-327-1205,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
187,"Bakersfield, CA 93301-2137",http://spartaninc.net/,"BAKERSFIELD, CA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Custom Fabrication"", ""Field Erected Tanks"", ""Fireguard Fuel Tanks"", ""GEN-TANKS"", ""Piping"", ""Piping Design and Installation"", ""Pressure Vessels"", ""Repair and Maintenance"", ""Shop Storage Tanks"", ""Steel"", ""custom fabrication"", ""field erected tanks"", ""installation"", ""maintenance"", ""piping design"", ""piping design and installation"", ""pressure vessels"", ""repair"", ""repair and maintenance"", ""shop storage tank"", ""shop storage tanks"", ""storage tanks""]",,661-327-1205,[],2026,,STI-SPFA,2026-06-17 05:01:47,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
190,Morrison Bros. Co,,"Dubuque, IA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,563-583-5701,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
192,"Dubuque, IA 52001-2378",https://www.morbros.com/,,,"[""STI/SPFA Member"", ""UL 2583""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Fuel storage components"", ""Integrated fuel storage components"", ""Steel""]",,563-583-5701,"[""Not specified""]",,,STI-SPFA,2026-06-17 05:08:02,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
197,Garzo Inc dba Engine & Compressor Accessories,,"Waller, TX",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,713-466-8679,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
199,"Waller, TX 77484-8173",https://www.daytank.com/,Unknown,Unknown,"[""EGSA"", ""STI/SPFA Member"", ""Underwriters Labs""]",Steel Tank / Pipe Fabricator,"[""Automatic Day Tanks"", ""Automatic day tanks"", ""Carbon Steel"", ""Containment materials"", ""Economy Automatic Day Tanks"", ""Economy automatic day tanks"", ""Enclosures"", ""Fuel"", ""Fuel Tanks"", ""Fuel tanks"", ""Generator Base Tanks"", ""Generator base tanks"", ""Meter Panels"", ""Meter panels"", ""Pump Sets"", ""Secondary Containment Tanks"", ""Secondary containment day tanks"", ""Secondary containment tanks"", ""Steel""]",Unknown,713-466-8679,"[""Unknown""]",2000,,STI-SPFA,2026-06-17 04:57:45,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
202,"Long Industries, Inc",,"Buffalo, TX",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,903-389-3263,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
204,"Buffalo, TX 75831-6858",https://longindustries.us/,"105 FCR 413, Buffalo, Texas 75831","300,000 sq ft","[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""API storage tanks"", ""ASME pressure vessels"", ""Carbon Steel"", ""Steel""]",,903-389-3263,[],,,STI-SPFA,2026-06-17 04:52:04,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
208,"Tomago, New South Wales 2322",https://www.tanksolutions.com.au/,Australia,,"[""Authorization to Apply the UL Mark"", ""Employee Certificate working on Fuel Sites"", ""ISO Accreditation"", ""Membership Australian Industry Group"", ""Membership PEI"", ""Membership PEI 2018"", ""Membership STI Fireguard"", ""Membership STI Steel Tanks"", ""STI Steel Tanks Membership"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Chemical"", ""FRP"", ""Fiberglass"", ""Fuel"", ""Steel"", ""Waste Water"", ""Water""]",,6124964827,"[""Manufacturing Team"", ""Sales Team""]",,,STI-SPFA,2026-06-17 04:42:20,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
209,Ward Vessel & Exchanger Corp. (Charlotte),,"Charlotte, NC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,704-568-3001,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
211,"Charlotte, NC 28215-5101",https://www.wardvesselandexchanger.com/,"Charlotte, NC",,"[""ASME"", ""ASME (American Society of Mechanical Engineers)"", ""ASME Code: Section VIII, Division 1"", ""LCA"", ""LCA (Louisiana Chemical Association)"", ""MTI"", ""MTI (Materials Technology Institute)"", ""STI/SPFA"", ""STI/SPFA (Steel Tank Institute/Steel Plate Fabricators Association)"", ""STI/SPFA Member"", ""TCC"", ""TCC (Texas Chemical Council)"", ""TEMA"", ""TEMA (Tubular Exchanger Manufacturers Association)""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Chemical"", ""Columns"", ""Food/Beverage"", ""Food/beverage industry"", ""Pharmaceutical"", ""Pharmaceutical industry"", ""Power"", ""Power industry"", ""Pressure vessels"", ""Process equipment for chemical industry"", ""Pulp/Paper"", ""Pulp/paper industry"", ""Pure Water"", ""Pure water industry"", ""Refinery"", ""Refinery industry"", ""Shell and tube heat exchangers"", ""Steel"", ""chemical"", ""chemicals"", ""food/beverage"", ""heat exchangers"", ""pharmaceutical"", ""pharmaceuticals"", ""power"", ""pressure vessels"", ""pulp/paper"", ""pure water"", ""refinery"", ""towers""]",,704-568-3001,"[""Jon Ward"", ""Mike Pischke""]",,,STI-SPFA,2026-06-17 05:01:00,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""key_personnel"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
212,Pressure Vessel & Special Products Fabricator,https://assets-002.noviams.com/novi-file-uploads/stispfa/members/american-spiralweld-pipe-logo-11824-1.jpg,"Columbia, SC",,"[""ASTM A1097"", ""ASTM A139"", ""ASTM A252"", ""AWWA C200"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel"", ""Steel pipe""]",,,[],,,STI-SPFA,2026-06-17 04:32:26,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
213,"American Spiralweld Pipe Company, LLC (Columbia)",,"Columbia, SC",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-325-7052,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
215,"Columbia, SC 29209-5084",https://www.american-usa.com/products/spiral-welded-steel-pipe,United States,,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel"", ""steel""]",Not provided,205-325-7052,[],,,STI-SPFA,2026-06-17 04:45:04,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
219,Southern Heat Exchanger,,"Tuscaloosa, AL",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,205-345-5335,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
221,"Tuscaloosa, AL 35405-3906",https://www.sheco.com/,"Sioux Falls, South Dakota",not specified,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel"", ""steel""]",not specified,205-345-5335,[],,,STI-SPFA,2026-06-17 04:32:26,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
224,Samuel Pressure Vessel Group,,"Marinette, WI",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,715-735-9311,[],,,STI-SPFA,2026-06-17 03:41:58,verified,partial,{}
226,"Marinette, WI 54143-3711",http://www.samuelpressurevesselgroup.com/,"Birmingham, AL",not specified,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Aluminum"", ""Carbon Steel"", ""Steel""]",not specified,715-735-9311,[],1855,,STI-SPFA,2026-06-17 04:31:20,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
228,"Sioux Falls, SD 57104",https://maguirewater.com/,"Pine Bluff, Arkansas","56,320","[""STI/SPFA Member"", ""UL 2583""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel"", ""Water"", ""steel""]",Not Specified,605-334-9749,[],1858,,STI-SPFA,2026-06-17 04:45:04,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
233,"Pine Bluff, AR 71601-4768",https://www.strongseal.com/,"Military Academy in Columbia, TN",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Custom fabrication"", ""Field erected tanks"", ""Fireguard Fuel Tanks"", ""GEN-TANKS"", ""Piping design and installation"", ""Pressure vessels"", ""Repair and maintenance"", ""Shop storage tanks"", ""Steel""]",info@strongseal.com,870-535-7617,[],1959,,STI-SPFA,2026-06-17 04:31:20,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_email"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
434,"Spartan, Inc.'s website",http://spartaninc.net/,"Dubuque, IA",,"[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Custom Fabrication"", ""Custom fabrication"", ""Field Erected Tanks"", ""Field erected tanks"", ""Fireguard Fuel Tanks"", ""GEN-TANKS"", ""Installation"", ""Maintenance"", ""Piping"", ""Piping Design"", ""Pressure Vessels"", ""Pressure vessels"", ""Repair"", ""Shop Storage Tanks"", ""Steel"", ""Storage tanks"", ""custom fabrication"", ""custom shop storage tanks"", ""field erected tanks"", ""installation"", ""maintenance"", ""piping"", ""piping design"", ""piping design and installation"", ""pressure vessels"", ""repair"", ""repair and maintenance"", ""shop storage tanks"", ""storage tanks""]",,6613271205,[],,,STI-SPFA,2026-06-17 05:03:32,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
445,Garzo Inc dba Engine & Compressor Accessories's website,https://www.daytank.com/,"Charlotte, NC and Houston, TX","300,000","[""ASME"", ""ASME Code: Section VIII, Division 1"", ""EGSA"", ""LCA"", ""MTI"", ""STI/SPFA"", ""STI/SPFA Member"", ""TCC"", ""TEMA"", ""Underwriters Labs""]",Steel Tank / Pipe Fabricator,"[""Automatic Day Tanks"", ""Carbon Steel"", ""Economy Automatic Day Tanks"", ""Fuel"", ""Fuel Tanks"", ""Generator Base Tanks"", ""Meter Panels"", ""Secondary Containment Day Tanks"", ""Secondary Containment Tanks"", ""Steel"", ""automatic day tanks"", ""chemical"", ""economy automatic day tanks"", ""food/beverage"", ""fuel"", ""fuel tanks"", ""generator base tanks"", ""meter panels"", ""pharmaceutical"", ""power"", ""pulp/paper"", ""pure water"", ""refinery"", ""secondary containment (double wall) day tanks"", ""secondary containment day tanks"", ""secondary containment tanks"", ""slim day tanks"", ""water""]",,951-903-8002,[],2000,,STI-SPFA,2026-06-17 05:01:47,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
449,"Long Industries, Inc.'s website",https://longindustries.us/,"105 FCR 413, Buffalo, Texas 75831","300,000 sq ft","[""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Steel""]",,+19033893263,[],,,STI-SPFA,2026-06-17 04:32:50,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""facility_size_sqft"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""contact_phone"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
451,Tank Solutions (Lesweek Pty Ltd.) Fibre's website,https://www.tanksolutions.com.au/,"Charlotte, NC",,"[""Authorization to Apply the UL Mark"", ""Employee Certificate working on Fuel Sites"", ""ISO Accreditation"", ""Membership Australian Industry Group"", ""Membership PEI 2018"", ""Membership STI Fireguard"", ""Membership STI Steel Tanks"", ""STI/SPFA Member""]",Steel Tank / Pipe Fabricator,"[""Carbon Steel"", ""Chemical"", ""FRP"", ""Fiberglass"", ""Fuel"", ""Steel"", ""Waste"", ""Water""]",,,[],,,STI-SPFA,2026-06-17 04:32:50,verified,verified,"{""company_name"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""website_url"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""headquarters_location"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""primary_business_type"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""year_established"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""certifications_held"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}, ""materials_handled"": {""source"": ""STI-SPFA"", ""date"": ""2026-06-17""}}"
